  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 83979 516     1.150000 0.425438 3.562779                              q .01 .990153 -.123588    33   769     8   217  1089 -.124670
 83980 526     1.150000 0.837949 3.452247                              q .01 .989189 -.123330    43   966    50   254  1106 -.124389
 83981 536     1.150000 1.225000 3.271762                              q .01 .989165 -.122829    36  1047    49   256  1135 -.123918
 83982 546     1.150000 1.574830 3.026809                              q .01 .988822 -.121916    34  1073    40   267  1173 -.123051
 83983 556     1.150000 1.876809 2.724830                              P .01 .987650 -.120537    44   421    -5   317  1219 -.121765
 83984 566     1.150000 2.121762 2.375000                              P .01 .987703 -.118703    91   375   -25   317  1271 -.120002
 83985 576     1.150000 2.302247 1.987949                              P .01 .987661 -.116066    67   375   -26   321  1326 -.117421
 83986 586     1.150000 2.412779 1.575438                              P .01 .987658 -.112195    -3   404     3   323  1381 -.113577
 83987 596     1.150000 2.450000 1.150000                              P .01 .989730 -.106523   -55   442    -8   239  1431 -.107964
 83988 596     1.150000 2.419826 0.766667                              P .01 .989713 -.099007    15   410    -1   242  1470 -.100481
 83989 596     1.150000 2.326956 0.383333                              P .01 .989362 -.088202   -39   436    10   258  1497 -.089692
 83990 596     1.150000 2.163331 0.000000                              P .01 .989343 -.074706   -76   298    28   267  1508 -.076189
 83991 506     1.150000 0.000000 3.750000                              q .01 .990581 -.119286    76   459   -20   196  1076 -.120384
 83992 516     1.150000 0.451485 3.710500                              q .01 .990379 -.119232    73   774    -5   203  1082 -.120320
 83993 526     1.150000 0.889252 3.593201                              q .01 .989427 -.119026    70   954    27   239  1100 -.120102
 83994 536     1.150000 1.300000 3.401666                              q .01 .989400 -.118575    73  1009    29   240  1129 -.119678
 83995 546     1.150000 1.671248 3.141716                              P .01 .988066 -.117673    96   415   -18   290  1168 -.118862
 83996 556     1.150000 1.991716 2.821248                              P .01 .987092 -.116578    -5   428     9   330  1215 -.117787
 83997 566     1.150000 2.251666 2.450000                              P .01 .987725 -.114996    17   425    -6   307  1268 -.116272
 83998 576     1.150000 2.443201 2.039252                              P .01 .987717 -.112677    18   405    -1   309  1323 -.114004
 83999 586     1.150000 2.560500 1.601485                              P .01 .987696 -.109317   -53   418    15   312  1378 -.110683
 84000 596     1.150000 2.600000 1.150000                              P .01 .989687 -.104355   -39   436    23   233  1428 -.105763
 84001 596     1.150000 2.571586 0.766667                              P .01 .989593 -.098345    21   402    -8   238  1463 -.099819
 84002 596     1.150000 2.484396 0.383333                              P .01 .989091 -.090202   -10   417    11   259  1489 -.091682
 84003 596     1.150000 2.331845 0.000000                              P .01 .989669 -.081120    -3   257     8   247  1500 -.082615
 84004 506     1.150000 0.000000 3.950000                              q .01 .990742 -.115257    72   492   -10   185  1059 -.116328
 84005 516     1.150000 0.486215 3.907462                              q .01 .989699 -.115251   -11   843    32   222  1065 -.116285
 84006 526     1.150000 0.957656 3.781139                              q .01 .989740 -.115035   100   968    22   221  1083 -.116098
 84007 536     1.150000 1.400000 3.574871                              P .01 .987946 -.114500    38   396   -14   289  1112 -.115628
 84008 546     1.150000 1.799805 3.294924                              P .01 .987285 -.113882    89   386   -23   313  1150 -.115059
 84009 556     1.150000 2.144924 2.949805                              P .01 .987119 -.112995    70   391   -16   321  1197 -.114212
 84010 566     1.150000 2.424871 2.550000                              P .01 .987469 -.111723    28   402    -8   306  1250 -.112984
 84011 576     1.150000 2.631139 2.107656                              P .01 .987563 -.109893    -8   413     8   305  1305 -.111193
 84012 586     1.150000 2.757462 1.636215                              P .01 .987592 -.107181   -13   404    -7   305  1360 -.108551
 84013 596     1.150000 2.800000 1.150000                              P .01 .988591 -.103253   -20   403     5   263  1410 -.104660
 84014 596     1.150000 2.773636 0.766667                              P .01 .988416 -.098994    57   365   -24   270  1442 -.100463
 84015 596     1.150000 2.692995 0.383333                              P .01 .990241 -.093671   -59   408    32   213  1466 -.095107
 84016 596     1.150000 2.552939 0.000000                              P .01 .990054 -.087921     2   233     5   224  1479 -.089398
 84017 507     1.150000 0.000000 4.150000                              P .01 .988307 -.112701    53   189   -23   268  1035 -.113762
 84018 517     1.150000 0.520945 4.104423                              P .01 .988333 -.112658    67   327   -25   268  1041 -.113727
 84019 527     1.150000 1.026060 3.969078                              P .01 .988308 -.112516     7   378    17   269  1059 -.113560
 84020 537     1.150000 1.500000 3.748076                              h .19 .984033 -.112029    12   480   -22   457  1087 -.113226
 84021 547     1.150000 1.928363 3.448133                              P .01 .987586 -.111703    38   400    14   295  1124 -.112817
 84022 557     1.150000 2.298133 3.078363                              P .01 .987350 -.110990    34   383   -17   305  1170 -.112179
 84023 567     1.150000 2.598076 2.650000                              P .01 .987098 -.109975    13   375    -4   316  1221 -.111203
 84024 577     1.150000 2.819078 2.176060                              P .01 .986378 -.108553   -45   397    16   346  1275 -.109816
 84025 587     1.150000 2.954423 1.670945                              P .01 .986464 -.106435    51   367    -4   344  1329 -.107771
 84026 597     1.150000 3.000000 1.150000                              P .01 .988498 -.103448    -6   384     4   260  1378 -.104824
 84027 597     1.150000 2.975408 0.766667                              P .01 .989580 -.100510    74   359   -14   226  1408 -.101935
 84028 597     1.150000 2.900383 0.383333                              P .01 .989543 -.096939   -18   365     5   229  1432 -.098369
 84029 597     1.150000 2.770830 0.000000                              P .01 .990366 -.093175   -18   223    12   207  1447 -.094611
 84030 507     1.150000 0.000000 4.350000                              P .01 .988514 -.111354    10   183   -10   257  1010 -.112376
 84031 517     1.150000 0.555674 4.301385                              P .01 .988544 -.111318    30   333    -7   256  1015 -.112344
 84032 527     1.150000 1.094464 4.157016                              P .01 .988491 -.111206    37   367     7   258  1032 -.112233
 84033 537     1.150000 1.600000 3.921281                              P .01 .988167 -.110968    -7   378    25   269  1058 -.112004
 84034 547     1.150000 2.056920 3.601342                              P .01 .987926 -.110584   -20   399    22   278  1093 -.111658
 84035 557     1.150000 2.451342 3.206920                              P .01 .987656 -.110021    12   371     4   288  1136 -.111156
 84036 567     1.150000 2.771281 2.750000                              P .01 .987374 -.109204    26   342   -12   300  1185 -.110403
 84037 577     1.150000 3.007016 2.244464                              P .01 .986221 -.108118   -20   365    22   346  1237 -.109336
 84038 587     1.150000 3.151385 1.705674                              P .01 .986419 -.106535    -7   347    10   340  1289 -.107817
 84039 597     1.150000 3.200000 1.150000                              P .01 .987507 -.104258    17   338     2   303  1337 -.105596
 84040 597     1.150000 3.176957 0.766667                              P .01 .988756 -.102242    10   343     5   252  1366 -.103606
 84041 597     1.150000 3.106803 0.383333                              P .01 .988842 -.099802     9   333    -1   251  1389 -.101195
 84042 597     1.150000 2.986218 0.000000                              P .01 .989672 -.097218   -38   215     6   223  1405 -.098620
 84043 507     1.150000 0.000000 4.550000                              P .01 .988687 -.110671    35   184   -20   247   985 -.111678
 84044 517     1.150000 0.590404 4.498346                              P .01 .988710 -.110641    48   311   -13   247   990 -.111646
 84045 527     1.150000 1.162868 4.344955                              P .01 .988617 -.110563    11   350    11   250  1005 -.111560
 84046 537     1.150000 1.700000 4.094486                              P .01 .988421 -.110383     8   364    16   257  1029 -.111398
 84047 547     1.150000 2.185478 3.754551                              P .01 .988271 -.110063    11   369     4   263  1061 -.111122
 84048 557     1.150000 2.604551 3.335478                              P .01 .988016 -.109632    19   339     6   272  1100 -.110729
 84049 567     1.150000 2.944486 2.850000                              P .01 .988824 -.109023    27   329    -2   238  1145 -.110173
 84050 577     1.150000 3.194955 2.312868                              P .01 .987363 -.108173    -6   334    -3   298  1193 -.109373
 84051 587     1.150000 3.348346 1.740404                              P .01 .986459 -.106984     9   332    11   334  1242 -.108219
 84052 597     1.150000 3.400000 1.150000                              P .01 .987631 -.105281   -22   317     0   294  1289 -.106573
 84053 597     1.150000 3.351026 0.575000                              P .01 .988972 -.103061    32   311    -9   241  1328 -.104400
 84054 597     1.150000 3.199609 0.000000                              P .01 .988995 -.100356    44   179   -14   243  1357 -.101729
 84055 508     1.150000 0.000000 4.850000                              P .01 .988867 -.110310    73   163   -29   238   949 -.111290
 84056 518     1.150000 0.642498 4.793789                              P .01 .988830 -.110290    85   282   -22   239   953 -.111268
 84057 528     1.150000 1.265475 4.626863                              P .01 .988805 -.110250    33   311    -3   240   966 -.111222
 84058 538     1.150000 1.850000 4.354294                              P .01 .988801 -.110132    10   340    15   241   986 -.111106
 84059 548     1.150000 2.378314 3.984364                              P .01 .988701 -.109924    28   335     0   244  1013 -.110940
 84060 558     1.150000 2.834364 3.528314                              P .01 .988516 -.109634    18   333     9   251  1046 -.110674
 84061 568     1.150000 3.204294 3.000000                              P .01 .989434 -.109222    30   312    -1   216  1084 -.110309
 84062 578     1.150000 3.476863 2.415475                              P .01 .988889 -.108662    29   307     5   234  1124 -.109784
 84063 588     1.150000 3.643789 1.792498                              P .01 .986706 -.107888   -40   293    11   321  1167 -.109047
 84064 598     1.150000 3.700000 1.150000                              P .01 .986895 -.106782    26   287   -12   315  1209 -.108007
 84065 598     1.150000 3.655048 0.575000                              P .01 .987980 -.105469   -18   285     0   278  1244 -.106715
 84066 598     1.150000 3.516746 0.000000                              P .01 .989278 -.103857   -20   168     3   228  1274 -.105130
 84067 508     1.150000 0.000000 5.150000                              P .01 .988868 -.110295    42   172   -18   235   918 -.111234
 84068 518     1.150000 0.694593 5.089231                              P .01 .988939 -.110314   -18   315    12   234   921 -.111226
 84069 528     1.150000 1.368081 4.908770                              P .01 .989013 -.110276   -15   319     9   231   931 -.111200
 84070 538     1.150000 2.000000 4.614102                              P .01 .989074 -.110188   -24   329     9   230   947 -.111128
 84071 548     1.150000 2.571150 4.214178                              P .01 .989058 -.110046    -9   327    -1   231   968 -.111018
 84072 558     1.150000 3.064178 3.721150                              P .01 .988925 -.109871   -32   315    11   236   995 -.110857
 84073 568     1.150000 3.464102 3.150000                              P .01 .988669 -.109582    43   273    -9   245  1025 -.110618
 84074 578     1.150000 3.758770 2.518081                              P .01 .987373 -.109220    31   272    -6   292  1058 -.110286
 84075 588     1.150000 3.939231 1.844593                              P .01 .987348 -.108720   -13   288    10   294  1092 -.109806
 84076 598     1.150000 4.000000 1.150000                              P .01 .987301 -.107986    19   267   -14   297  1128 -.109131
 84077 598     1.150000 3.958456 0.575000                              P .01 .987289 -.107180    29   244   -33   298  1158 -.108373
 84078 598     1.150000 3.831123 0.000000                              P .01 .988304 -.106221   -34   163    -4   257  1186 -.107414
 84079 508     1.150000 0.000000 5.450000                              P .01 .988953 -.110396   -35   170    -2   231   890 -.111290
 84080 518     1.150000 0.746687 5.384673                              P .01 .989041 -.110377     5   254    -3   228   893 -.111274
 84081 528     1.150000 1.470687 5.190678                              P .01 .989169 -.110355   -17   291     1   225   900 -.111257
 84082 538     1.150000 2.150000 4.873909                              P .01 .989283 -.110296   -16   289    -1   221   913 -.111212
 84083 548     1.150000 2.763987 4.443991                              P .01 .989324 -.110192    18   268    -5   220   929 -.111128
 84084 558     1.150000 3.293991 3.913987                              P .01 .989252 -.110084     2   271    -4   223   949 -.111040
 84085 568     1.150000 3.723909 3.300000                              P .01 .989027 -.109926    -3   263    13   232   972 -.110886
 84086 578     1.150000 4.040678 2.620687                              P .01 .989911 -.109680     2   261     3   197   997 -.110676
 84087 588     1.150000 4.234673 1.896687                              P .01 .989429 -.109365   -12   264    -3   213  1025 -.110395
 84088 598     1.150000 4.300000 1.150000                              P .01 .989142 -.108885    41   258    -8   222  1054 -.109949
 84089 598     1.150000 4.261382 0.575000                              P .01 .988896 -.108425   -16   264     9   231  1077 -.109495
 84090 598     1.150000 4.143368 0.000000                              P .01 .988550 -.107800    16   132   -19   245  1101 -.108923
 84091 509     1.150000 0.000000 5.750000                              P .01 .989017 -.110466     3   156   -11   228   867 -.111348
 84092 519     1.150000 0.798782 5.680116                              P .01 .989113 -.110448    26   226   -16   225   869 -.111336
 84093 529     1.150000 1.573293 5.472586                              P .01 .989285 -.110427    26   248   -16   220   875 -.111320
 84094 539     1.150000 2.300000 5.133717                              P .01 .989449 -.110383    14   254   -12   215   884 -.111281
 84095 549     1.150000 2.956823 4.673804                              P .01 .989521 -.110342   -10   249    -9   213   896 -.111248
 84096 559     1.150000 3.523804 4.106823                              P .01 .989502 -.110249     9   239   -16   214   910 -.111177
 84097 569     1.150000 3.983717 3.450000                              P .01 .988332 -.110158    -3   232    -4   254   927 -.111092
 84098 579     1.150000 4.322586 2.723293                              P .01 .990143 -.109995    26   222   -14   189   946 -.110957
 84099 589     1.150000 4.530116 1.948782                              P .01 .989764 -.109794   -13   237    -3   200   967 -.110766
 84100 599     1.150000 4.600000 1.150000                              P .01 .990643 -.109498    26   237   -11   174   990 -.110501
 84101 599     1.150000 4.563921 0.575000                              P .01 .990536 -.109201    41   222   -20   177  1007 -.110231
 84102 599     1.150000 4.453931 0.000000                              P .01 .990246 -.108852    -1   137    -7   187  1027 -.109888
 84103 509     1.150000 0.000000 6.150000                              P .01 .991495 -.110514    18   133   -11   149   844 -.111371
 84104 519     1.150000 0.868241 6.074039                              P .01 .990437 -.110520    21   197   -11   181   845 -.111378
 84105 529     1.150000 1.710101 5.848463                              P .01 .990546 -.110529   -23   228     3   178   848 -.111375
 84106 539     1.150000 2.500000 5.480127                              P .01 .990716 -.110488   -10   213    -7   173   854 -.111350
 84107 549     1.150000 3.213938 4.980222                              P .01 .990824 -.110463   -18   217     0   170   861 -.111327
 84108 559     1.150000 3.830222 4.363938                              P .01 .990825 -.110416   -32   224     3   171   871 -.111285
 84109 569     1.150000 4.330127 3.650000                              P .01 .990648 -.110355   -20   210     3   177   882 -.111235
 84110 579     1.150000 4.698463 2.860101                              P .01 .990727 -.110266     4   201    -9   169   894 -.111171
 84111 589     1.150000 4.924039 2.018241                              P .01 .990733 -.110175   -36   221     5   170   908 -.111080
 84112 599     1.150000 5.000000 1.150000                              P .01 .991096 -.110008   -11   211    -2   160   924 -.110936
 84113 599     1.150000 4.966827 0.575000                              P .01 .991076 -.109877     0   187    -3   161   936 -.110817
 84114 599     1.150000 4.865953 0.000000                              P .01 .990947 -.109698     1   128    -3   164   949 -.110652
 84115 509     1.150000 0.000000 6.650000                              P .01 .993042 -.110566    12   127    -3   105   823 -.111393
 84116 519     1.150000 0.955065 6.566443                              P .01 .993097 -.110564    -5   171    -3   105   824 -.111392
 84117 529     1.150000 1.881111 6.318309                              P .01 .992455 -.110561    -5   185    -2   122   826 -.111390
 84118 539     1.150000 2.750000 5.913140                              P .01 .991327 -.110543   -25   190     1   155   828 -.111372
 84119 549     1.150000 3.535332 5.363244                              P .01 .991289 -.110515    -6   177    -4   156   832 -.111352
 84120 559     1.150000 4.213244 4.685332                              P .01 .991249 -.110496    16   184   -12   157   837 -.111347
 84121 569     1.150000 4.763140 3.900000                              P .01 .992244 -.110483   -36   197     4   128   843 -.111324
 84122 579     1.150000 5.168309 3.031111                              P .01 .990626 -.110432    -6   167    -9   177   850 -.111294
 84123 589     1.150000 5.416443 2.105065                              P .01 .992494 -.110374    18   165   -14   121   859 -.111247
 84124 599     1.150000 5.500000 1.150000                              P .01 .992404 -.110325    40   178   -10   122   869 -.111205
 84125 599     1.150000 5.469861 0.575000                              P .01 .992569 -.110277     2   170    -2   119   876 -.111156
 84126 599     1.150000 5.378429 0.000000                              P .01 .992482 -.110216   -12   116     2   121   884 -.111099
 84127 606     1.225000 0.000000 3.675000                              P .01 .990380 -.116617   -24   163    -3   203  1086 -.117708
 84128 616     1.225000 0.425438 3.637779                              P .01 .990358 -.116514     2   238    -8   204  1091 -.117616
 84129 626     1.225000 0.837949 3.527247                              P .01 .988923 -.116169    45   223   -25   255  1107 -.117304
 84130 636     1.225000 1.225000 3.346762                              h .19 .984693 -.115680   -42   416    50   455  1132 -.116850
 84131 646     1.225000 1.574830 3.101809                              h .19 .984479 -.114877    14   417    22   467  1166 -.116112
 84132 656     1.225000 1.876809 2.799830                              h .19 .983264 -.113761   -38   438    43   529  1207 -.115027
 84133 666     1.225000 2.121762 2.450000                              h .19 .983913 -.112087   -16   399    12   498  1253 -.113424
 84134 676     1.225000 2.302247 2.062949                              P .01 .988085 -.109670    47   241   -23   292  1302 -.110998
 84135 686     1.225000 2.412779 1.650438                              P .01 .988101 -.106070   -68   253     2   293  1351 -.107422
 84136 696     1.225000 2.450000 1.225000                              P .01 .990185 -.100677   -65   281    -7   214  1397 -.102083
 84137 696     1.225000 2.415733 0.816667                              P .01 .990242 -.092879   -60   281     0   214  1435 -.094316
 84138 696     1.225000 2.309882 0.408333                              P .01 .990111 -.080796   -58   277    11   222  1463 -.082251
 84139 696     1.225000 2.121762 0.000000                              0 .01 .989298 -.061199   -16   217    18   260  1475 -.062659
 84140 606     1.225000 0.000000 3.825000                              q .01 .990837 -.110849    28   433    -4   180  1082 -.111937
 84141 616     1.225000 0.451485 3.785500                              q .01 .990634 -.110844   -21   720    28   187  1088 -.111906
 84142 626     1.225000 0.889252 3.668201                              P .01 .989238 -.110474    36   328    -9   236  1104 -.111589
 84143 636     1.225000 1.300000 3.476666                              P .01 .989221 -.110046    18   369    -8   238  1130 -.111187
 84144 646     1.225000 1.671248 3.216716                              P .01 .988566 -.109361    55   381   -20   259  1165 -.110548
 84145 656     1.225000 1.991716 2.896248                              P .01 .987945 -.108351    37   382   -11   283  1207 -.109572
 84146 666     1.225000 2.251666 2.525000                              P .01 .988372 -.106878    28   380   -12   270  1254 -.108147
 84147 676     1.225000 2.443201 2.114252                              P .01 .988342 -.104718   -39   397     6   273  1304 -.106019
 84148 686     1.225000 2.560500 1.676485                              P .01 .988358 -.101456   -19   394     8   274  1354 -.102805
 84149 696     1.225000 2.600000 1.225000                              P .01 .990375 -.096597   -44   419    14   201  1400 -.097985
 84150 696     1.225000 2.567735 0.816667                              P .01 .990413 -.090014    -2   421     3   201  1435 -.091447
 84151 696     1.225000 2.468412 0.408333                              P .01 .990103 -.080250   -20   423    10   214  1460 -.081702
 84152 696     1.225000 2.293333 0.000000                              P .01 .990064 -.067724   -30   285    14   223  1472 -.069184
 84153 606     1.225000 0.000000 4.025000                              P .01 .988495 -.105179    20   212   -10   255  1067 -.106259
 84154 616     1.225000 0.486215 3.982462                              P .01 .988534 -.105133    29   352    -8   254  1073 -.106217
 84155 626     1.225000 0.957656 3.856139                              P .01 .988562 -.104924    64   370   -16   253  1089 -.106032
 84156 636     1.225000 1.400000 3.649871                              P .01 .988387 -.104543    62   371   -22   259  1116 -.105684
 84157 646     1.225000 1.799805 3.369924                              P .01 .987890 -.103991    68   393   -12   276  1151 -.105157
 84158 656     1.225000 2.144924 3.024805                              P .01 .987770 -.103156    70   400    -8   282  1194 -.104361
 84159 666     1.225000 2.424871 2.625000                              P .01 .988282 -.101951    18   404     1   262  1242 -.103195
 84160 676     1.225000 2.631139 2.182656                              P .01 .988332 -.100173     8   402     2   262  1292 -.101466
 84161 686     1.225000 2.757462 1.711215                              P .01 .988362 -.097481    30   387    -2   263  1342 -.098829
 84162 696     1.225000 2.800000 1.225000                              P .01 .989350 -.093497   -20   402    12   224  1388 -.094876
 84163 696     1.225000 2.770066 0.816667                              P .01 .989219 -.088659     7   404    -4   230  1421 -.090086
 84164 696     1.225000 2.678256 0.408333                              P .01 .990764 -.082034    30   410    -3   186  1444 -.083484
 84165 696     1.225000 2.517812 0.000000                              P .01 .990497 -.074614    40   247    -8   200  1458 -.076082
 84166 607     1.225000 0.000000 4.225000                              P .01 .988803 -.101589    19   206   -15   238  1044 -.102650
 84167 617     1.225000 0.520945 4.179423                              P .01 .988838 -.101547    18   332   -13   237  1049 -.102612
 84168 627     1.225000 1.026060 4.044078                              P .01 .988833 -.101392    25   366    -5   237  1065 -.102465
 84169 637     1.225000 1.500000 3.823076                              P .01 .988418 -.101090    24   368    -5   250  1091 -.102189
 84170 647     1.225000 1.928363 3.523133                              P .01 .988219 -.100665    -8   405     7   258  1126 -.101787
 84171 657     1.225000 2.298133 3.153363                              P .01 .988031 -.099975     5   393    18   265  1169 -.101129
 84172 667     1.225000 2.598076 2.725000                              P .01 .986909 -.099004    -9   377    12   306  1216 -.100211
 84173 677     1.225000 2.819078 2.251060                              P .01 .987152 -.097593    12   397     2   299  1267 -.098861
 84174 687     1.225000 2.954423 1.745945                              P .01 .987208 -.095467    88   351    -9   298  1317 -.096796
 84175 697     1.225000 3.000000 1.225000                              P .01 .988191 -.092371    20   376    -2   259  1364 -.093739
 84176 697     1.225000 2.972081 0.816667                              P .01 .989126 -.088979    64   373   -13   225  1394 -.090389
 84177 697     1.225000 2.886703 0.408333                              P .01 .990068 -.084611    29   374   -10   200  1418 -.086041
 84178 697     1.225000 2.738499 0.000000                              P .01 .990853 -.079920    14   221     2   181  1434 -.081354
 84179 607     1.225000 0.000000 4.425000                              P .01 .989038 -.099481    27   189   -12   225  1016 -.100512
 84180 617     1.225000 0.555674 4.376385                              P .01 .989067 -.099456    -8   336     8   225  1021 -.100472
 84181 627     1.225000 1.094464 4.232016                              P .01 .988948 -.099346    12   358     6   228  1037 -.100379
 84182 637     1.225000 1.600000 3.996281                              P .01 .988693 -.099126     6   385    11   236  1062 -.100180
 84183 647     1.225000 2.056920 3.676342                              P .01 .988545 -.098747    56   384    -1   241  1096 -.099846
 84184 657     1.225000 2.451342 3.281920                              P .01 .988308 -.098237    32   391     9   250  1137 -.099367
 84185 667     1.225000 2.771281 2.825000                              P .01 .988017 -.097443    38   372     1   260  1183 -.098627
 84186 677     1.225000 3.007016 2.319464                              P .01 .986933 -.096362    -6   357    23   300  1232 -.097575
 84187 687     1.225000 3.151385 1.780674                              P .01 .987083 -.094756    41   363   -19   296  1282 -.096060
 84188 697     1.225000 3.200000 1.225000                              P .01 .987121 -.092407    46   353    -3   297  1328 -.093742
 84189 697     1.225000 3.173841 0.816667                              P .01 .989323 -.090070    26   365     0   219  1358 -.091430
 84190 697     1.225000 3.094035 0.408333                              P .01 .989390 -.087142    35   353   -12   219  1383 -.088539
 84191 697     1.225000 2.956243 0.000000                              P .01 .990159 -.084015   -32   217     9   195  1400 -.085408
 84192 607     1.225000 0.000000 4.625000                              P .01 .989227 -.098343    17   192   -15   216   988 -.099348
 84193 617     1.225000 0.590404 4.573346                              P .01 .989173 -.098315    33   314   -19   218   993 -.099329
 84194 627     1.225000 1.162868 4.419955                              P .01 .989051 -.098231    37   352    -7   221  1008 -.099248
 84195 637     1.225000 1.700000 4.169486                              P .01 .988981 -.098068     0   358    -2   224  1031 -.099103
 84196 647     1.225000 2.185478 3.829551                              P .01 .988859 -.097782    36   364    -2   228  1063 -.098849
 84197 657     1.225000 2.604551 3.410478                              P .01 .988636 -.097382   -14   375    23   236  1101 -.098463
 84198 667     1.225000 2.944486 2.925000                              P .01 .989350 -.096774    13   373     6   208  1145 -.097915
 84199 677     1.225000 3.194955 2.387868                              P .01 .987968 -.095939   -28   351    18   259  1192 -.097115
 84200 687     1.225000 3.348346 1.815404                              P .01 .987054 -.094728    13   349     2   293  1240 -.095968
 84201 697     1.225000 3.400000 1.225000                              P .01 .988227 -.092960   -24   329     9   256  1286 -.094239
 84202 697     1.225000 3.375391 0.816667                              P .01 .989411 -.091336    28   341    -4   213  1315 -.092657
 84203 697     1.225000 3.300463 0.408333                              P .01 .989633 -.089348    57   320   -16   207  1339 -.090706
 84204 697     1.225000 3.171652 0.000000                              P .01 .989522 -.087197   -28   206     2   213  1359 -.088556
 84205 608     1.225000 0.000000 4.925000                              P .01 .989232 -.097623     2   197   -11   211   949 -.098586
 84206 618     1.225000 0.642498 4.868789                              P .01 .989294 -.097608    13   301   -16   210   953 -.098580
 84207 628     1.225000 1.265475 4.701863                              P .01 .989339 -.097548    43   328   -12   209   966 -.098528
 84208 638     1.225000 1.850000 4.429294                              P .01 .989355 -.097436    52   350    -8   209   986 -.098432
 84209 648     1.225000 2.378314 4.059364                              P .01 .989276 -.097255    13   365    -1   212  1014 -.098272
 84210 658     1.225000 2.834364 3.603314                              P .01 .989101 -.096961    -3   335     0   217  1048 -.098011
 84211 668     1.225000 3.204294 3.075000                              P .01 .990004 -.096572   -10   337     5   185  1086 -.097655
 84212 678     1.225000 3.476863 2.490475                              P .01 .988420 -.096004    17   315    -1   240  1127 -.097135
 84213 688     1.225000 3.643789 1.867498                              P .01 .987327 -.095226   -18   318    14   279  1170 -.096385
 84214 698     1.225000 3.700000 1.225000                              P .01 .987446 -.094090   -14   306    -1   276  1213 -.095308
 84215 698     1.225000 3.648951 0.612500                              P .01 .988625 -.092591   -17   307     6   240  1252 -.093839
 84216 698     1.225000 3.491329 0.000000                              P .01 .989829 -.090707    24   181    -7   198  1285 -.092001
 84217 608     1.225000 0.000000 5.225000                              P .01 .989446 -.097418    43   175   -16   202   915 -.098351
 84218 618     1.225000 0.694593 5.164231                              P .01 .989509 -.097426     7   300     5   201   918 -.098341
 84219 628     1.225000 1.368081 4.983770                              P .01 .989587 -.097390    35   313     9   199   929 -.098312
 84220 638     1.225000 2.000000 4.689102                              P .01 .989660 -.097298    18   336    -1   197   946 -.098247
 84221 648     1.225000 2.571150 4.289178                              P .01 .989632 -.097171    14   313    -1   198   969 -.098143
 84222 658     1.225000 3.064178 3.796150                              P .01 .989512 -.096975    26   294    -4   202   997 -.097978
 84223 668     1.225000 3.464102 3.225000                              P .01 .990437 -.096730    28   292    -3   171  1029 -.097763
 84224 678     1.225000 3.758770 2.593081                              P .01 .987850 -.096375    -1   297    14   257  1064 -.097428
 84225 688     1.225000 3.939231 1.919593                              P .01 .989065 -.095862    21   305     5   213  1100 -.096959
 84226 698     1.225000 4.000000 1.225000                              P .01 .988926 -.095116     1   288     1   218  1138 -.096255
 84227 698     1.225000 3.952827 0.612500                              P .01 .987831 -.094221   -12   274   -13   261  1171 -.095407
 84228 698     1.225000 3.807804 0.000000                              P .01 .989787 -.093106   -22   165     3   196  1203 -.094308
 84229 608     1.225000 0.000000 5.525000                              P .01 .989615 -.097429   -32   179    -2   196   886 -.098319
 84230 618     1.225000 0.746687 5.459673                              P .01 .989684 -.097424    -4   285    -7   194   889 -.098322
 84231 628     1.225000 1.470687 5.265678                              P .01 .989785 -.097399   -24   294    12   192   897 -.098286
 84232 638     1.225000 2.150000 4.948909                              P .01 .989887 -.097333   -21   291     4   189   911 -.098243
 84233 648     1.225000 2.763987 4.518991                              P .01 .989916 -.097247   -20   285     8   189   929 -.098170
 84234 658     1.225000 3.293991 3.988987                              P .01 .989837 -.097149   -33   292     8   192   952 -.098095
 84235 668     1.225000 3.723909 3.375000                              P .01 .990722 -.096987   -60   284    17   163   977 -.097949
 84236 678     1.225000 4.040678 2.695687                              P .01 .989826 -.096728    35   268     0   187  1005 -.097735
 84237 688     1.225000 4.234673 1.971687                              P .01 .989935 -.096413    32   291     1   184  1035 -.097449
 84238 698     1.225000 4.300000 1.225000                              P .01 .989745 -.095954   -29   290    19   190  1066 -.097003
 84239 698     1.225000 4.256154 0.612500                              P .01 .989534 -.095390   -13   265    -6   197  1093 -.096490
 84240 698     1.225000 4.121817 0.000000                              P .01 .989153 -.094700   -30   158    -7   210  1120 -.095829
 84241 609     1.225000 0.000000 5.825000                              P .01 .989827 -.097466   -11   174     5   189   863 -.098326
 84242 619     1.225000 0.798782 5.755116                              P .01 .989880 -.097449     0   234    -5   188   865 -.098321
 84243 629     1.225000 1.573293 5.547586                              P .01 .989979 -.097424    -1   257   -16   185   872 -.098313
 84244 639     1.225000 2.300000 5.208717                              P .01 .990095 -.097374    15   248    -8   182   882 -.098266
 84245 649     1.225000 2.956823 4.748804                              P .01 .990145 -.097335   -11   267    -2   181   896 -.098234
 84246 659     1.225000 3.523804 4.181823                              P .01 .990113 -.097260   -17   263    -7   182   913 -.098182
 84247 669     1.225000 3.983717 3.525000                              P .01 .991242 -.097163    -4   243     9   147   933 -.098088
