,theta,r1,r2,energy
425,1.1344640137963142,0.820,0.900,18982.69809283838
426,1.1344640137963142,0.820,0.920,18122.50815624663
427,1.1344640137963142,0.820,0.940,17485.785644352825
428,1.1344640137963142,0.820,0.960,17045.113304919618
429,1.1344640137963142,0.820,0.980,16776.338691686717
430,1.1344640137963142,0.820,1.000,16658.15669711033
431,1.1344640137963142,0.820,1.020,16671.74807248029
432,1.1344640137963142,0.820,1.040,16800.466601354223
433,1.1344640137963142,0.820,1.060,17029.568446555335
434,1.1344640137963142,0.820,1.080,17345.977964384037
435,1.1344640137963142,0.820,1.100,17738.084978461564
436,1.1344640137963142,0.820,1.120,18195.56913548583
437,1.1344640137963142,0.820,1.140,18709.247531358145
438,1.1344640137963142,0.820,1.160,19270.94230340489
439,1.1344640137963142,0.820,1.180,19873.365337139596
440,1.1344640137963142,0.840,0.800,25764.381892667803
441,1.1344640137963142,0.840,0.820,23237.85889915318
442,1.1344640137963142,0.840,0.840,21139.792460785502
443,1.1344640137963142,0.840,0.860,19417.594631263877
444,1.1344640137963142,0.840,0.880,18025.205116795838
445,1.1344640137963142,0.840,0.900,16922.24547240884
446,1.1344640137963142,0.840,0.920,16073.282314462622
447,1.1344640137963142,0.840,0.940,15447.186490482349
448,1.1344640137963142,0.840,0.960,15016.576508009732
449,1.1344640137963142,0.840,0.980,14757.33576623393
450,1.1344640137963142,0.840,1.000,14648.194266704239
451,1.1344640137963142,0.840,1.020,14670.366510840953
452,1.1344640137963142,0.840,1.040,14807.238230045967
453,1.1344640137963142,0.840,1.060,15044.095446160381
454,1.1344640137963142,0.840,1.080,15367.890132418916
455,1.1344640137963142,0.840,1.100,15767.03744393349
456,1.1344640137963142,0.840,1.120,16231.240117589801
457,1.1344640137963142,0.840,1.140,16751.336209057452
458,1.1344640137963142,0.840,1.160,17319.166843961568
459,1.1344640137963142,0.840,1.180,17927.461115330123
460,1.1344640137963142,0.860,0.800,24015.168127379162
461,1.1344640137963142,0.860,0.820,21502.437240141175
462,1.1344640137963142,0.860,0.840,19417.594631263877
463,1.1344640137963142,0.860,0.860,17708.05086243996
464,1.1344640137963142,0.860,0.880,16327.751711428835
465,1.1344640137963142,0.860,0.900,15236.330783536387
466,1.1344640137963142,0.860,0.920,14398.371278163293
467,1.1344640137963142,0.860,0.940,13782.763874071545
468,1.1344640137963142,0.860,0.960,13362.149047292884
469,1.1344640137963142,0.860,0.980,13112.433368823986
470,1.1344640137963142,0.860,1.000,13012.370454527441
471,1.1344640137963142,0.860,1.020,13043.198265388448
472,1.1344640137963142,0.860,1.040,13188.325390191769
473,1.1344640137963142,0.860,1.060,13433.059791844089
474,1.1344640137963142,0.860,1.080,13764.374269402739
475,1.1344640137963142,0.860,1.100,14170.703586220672
476,1.1344640137963142,0.860,1.120,14641.768845775501
477,1.1344640137963142,0.860,1.140,15168.425265524878
478,1.1344640137963142,0.860,1.160,15742.530009909857
479,1.1344640137963142,0.860,1.180,16356.827200441094
480,1.1344640137963142,0.880,0.800,22597.298904913347
481,1.1344640137963142,0.880,0.820,20097.519243082337
482,1.1344640137963142,0.880,0.840,18025.205116795838
483,1.1344640137963142,0.880,0.860,16327.751711428835
484,1.1344640137963142,0.880,0.880,14959.096835784112
485,1.1344640137963142,0.880,0.900,13878.872259835487
486,1.1344640137963142,0.880,0.920,13051.664293213396
487,1.1344640137963142,0.880,0.940,12446.370592391168
488,1.1344640137963142,0.880,0.960,12035.641526021505
489,1.1344640137963142,0.880,0.980,11795.39565331224
490,1.1344640137963142,0.880,1.000,11704.399988983436
491,1.1344640137963142,0.880,1.020,11743.906748691941
492,1.1344640137963142,0.880,1.040,11897.339198566
493,1.1344640137963142,0.880,1.060,12150.020078658676
494,1.1344640137963142,0.880,1.080,12488.936839030255
